order,freq,single.sided.magnitude
1,0.0,20736.0
2,0.48192771084337344,511.63328246596024
3,0.9638554216867469,510.5336551831824
4,1.4457831325301203,508.7026933571502
5,1.9277108433734937,506.14301982304727
6,2.4096385542168672,502.8583012885519
7,2.8915662650602405,498.8532430813252
8,3.373493975903614,494.13358240866984
9,3.8554216867469875,488.70608013903615
10,4.337349397590361,482.5785111171444
11,4.8192771084337345,475.7596530265935
12,5.301204819277108,468.25927381591396
13,5.783132530120481,460.08811770607736
14,6.265060240963855,451.2578897995002
15,6.746987951807228,441.7812393126005
16,7.228915662650602,431.6717414559151
17,7.710843373493975,420.9438779877425
18,8.192771084337348,409.61301646916337
19,8.674698795180722,397.69538825015576
20,9.156626506024095,385.20806521834567
21,9.638554216867469,372.16893534368967
22,10.120481927710843,358.59667705413153
23,10.602409638554215,344.51073247893453
24,11.08433734939759,329.9312795980172
25,11.566265060240962,314.87920333719217
26,12.048192771084336,299.3760656507121
27,12.53012048192771,283.4440746339761
28,13.012048192771083,267.10605271064804
29,13.493975903614457,250.38540393975464
30,13.97590361445783,233.30608048959573
31,14.457831325301203,215.89254832649422
32,14.939759036144578,198.16975216753514
33,15.42168674698795,180.16307974749856
34,15.903614457831324,161.89832545117386
35,16.385542168674696,143.40165336315232
36,16.867469879518072,124.69955978802791
37,17.349397590361445,105.81883529469593
38,17.831325301204817,86.7865263391215
39,18.31325301204819,67.6298965205516
40,18.795180722891565,48.376387526672005
41,19.277108433734938,29.053579823653887
42,19.75903614457831,9.689153147401735
43,20.240963855421686,9.689153147401735
44,20.72289156626506,29.053579823653887
45,21.20481927710843,48.376387526672005
46,21.686746987951807,67.6298965205516
47,22.16867469879518,86.7865263391215
48,22.65060240963855,105.81883529469593
49,23.132530120481924,124.69955978802791
50,23.6144578313253,143.40165336315232
51,24.096385542168672,161.89832545117386
52,24.578313253012045,180.16307974749856
53,25.06024096385542,198.16975216753514
54,25.542168674698793,215.89254832649422
55,26.024096385542165,233.30608048959573
56,26.50602409638554,250.38540393975464
57,26.987951807228914,267.10605271064804
58,27.469879518072286,283.4440746339761
59,27.95180722891566,299.3760656507121
60,28.433734939759034,314.87920333719217
61,28.915662650602407,329.9312795980172
62,29.39759036144578,344.51073247893453
63,29.879518072289155,358.59667705413153
64,30.361445783132528,372.16893534368967
65,30.8433734939759,385.20806521834567
66,31.325301204819276,397.69538825015576
67,31.807228915662648,409.61301646916337
68,32.28915662650602,420.9438779877425
69,32.77108433734939,431.6717414559151
70,33.253012048192765,441.7812393126005
71,33.734939759036145,451.2578897995002
72,34.21686746987952,460.08811770607736
73,34.69879518072289,468.25927381591396
74,35.18072289156626,475.7596530265935
75,35.662650602409634,482.5785111171444
76,36.14457831325301,488.70608013903615
77,36.62650602409638,494.13358240866984
78,37.10843373493976,498.8532430813252
79,37.59036144578313,502.8583012885519
80,38.0722891566265,506.14301982304727
81,38.554216867469876,508.7026933571502
82,39.03614457831325,510.5336551831824
