order,freq,single.sided.magnitude
1,0.0,177214.0
2,0.29850746268656714,74959.358308147
3,0.5970149253731343,59217.66698593127
4,0.8955223880597015,18139.519256654366
5,1.1940298507462686,10813.817915982821
6,1.4925373134328357,16366.800446038638
7,1.791044776119403,25807.428092833652
8,2.08955223880597,18467.32336882111
9,2.388059701492537,22796.209396361042
10,2.6865671641791042,9218.117767180029
11,2.9850746268656714,3982.996152630207
12,3.2835820895522385,15400.842006694686
13,3.582089552238806,5705.195537284148
14,3.8805970149253732,9020.273808581853
15,4.17910447761194,1478.4499161476397
16,4.477611940298507,5086.161005993255
17,4.776119402985074,3188.398072288046
18,5.074626865671641,5905.5529174068515
19,5.3731343283582085,4664.807002365224
20,5.671641791044776,7078.782652672447
21,5.970149253731343,7160.277860292582
22,6.26865671641791,8316.854002821881
23,6.567164179104477,5588.596855516559
24,6.865671641791044,3680.3816267486486
25,7.164179104477612,5169.658897754497
26,7.462686567164179,3591.085059518387
27,7.7611940298507465,4034.917875326838
28,8.059701492537313,3156.1689346972944
29,8.35820895522388,583.363450193644
30,8.656716417910447,1764.6952336117613
31,8.955223880597014,2133.8245698643364
32,9.253731343283581,1542.9749457774049
33,9.552238805970148,3728.7744835250896
34,9.850746268656716,1659.856577913989
35,10.149253731343283,4576.105468492271
36,10.44776119402985,2852.434488004769
37,10.746268656716417,4051.3494270291276
38,11.044776119402984,3837.356472090342
39,11.343283582089551,3097.590335057237
40,11.641791044776118,2782.161551068046
41,11.940298507462686,2015.0813695197119
42,12.238805970149253,1495.2422572319217
43,12.53731343283582,3326.1549436807886
44,12.835820895522387,662.8743303565642
45,13.134328358208954,2164.7318595818833
46,13.432835820895521,2799.549149932199
47,13.731343283582088,385.756008802407
48,14.029850746268655,2731.4567591628365
49,14.328358208955224,1122.545413967098
50,14.626865671641792,2624.800153868583
51,14.925373134328359,2764.723069637839
52,15.223880597014926,4309.980020971418
53,15.522388059701493,1902.0474298620709
54,15.82089552238806,2117.6296515394147
55,16.119402985074625,1705.0948091740324
56,16.417910447761194,2844.290878694085
57,16.71641791044776,2723.577175567375
58,17.01492537313433,2370.632244929098
59,17.313432835820894,2074.279862884658
60,17.611940298507463,1293.4820976241147
61,17.91044776119403,2610.7562680587785
62,18.208955223880597,2749.342135646444
63,18.507462686567163,2206.8861546905646
64,18.80597014925373,2737.7064516048476
65,19.104477611940297,4370.824081901285
66,19.402985074626866,3026.576347862087
67,19.70149253731343,2489.230918314017
68,20.0,1758.0000000000002
69,20.298507462686565,2489.230918314017
70,20.597014925373134,3026.576347862086
71,20.8955223880597,4370.824081901285
72,21.19402985074627,2737.7064516048495
73,21.492537313432834,2206.8861546905646
74,21.791044776119403,2749.342135646444
75,22.089552238805968,2610.7562680587785
76,22.388059701492537,1293.4820976241156
77,22.686567164179102,2074.279862884658
78,22.98507462686567,2370.632244929097
79,23.283582089552237,2723.577175567375
80,23.582089552238806,2844.290878694086
81,23.88059701492537,1705.0948091740324
82,24.17910447761194,2117.6296515394106
83,24.477611940298505,1902.0474298620709
84,24.776119402985074,4309.980020971418
85,25.07462686567164,2764.723069637839
86,25.37313432835821,2624.800153868583
87,25.671641791044774,1122.545413967098
88,25.970149253731343,2731.456759162836
89,26.268656716417908,385.756008802407
90,26.567164179104477,2799.5491499321984
91,26.865671641791042,2164.7318595818833
92,27.16417910447761,662.8743303565656
93,27.462686567164177,3326.1549436807886
94,27.761194029850746,1495.2422572319213
95,28.05970149253731,2015.0813695197119
96,28.35820895522388,2782.1615510680454
97,28.65671641791045,3097.590335057237
98,28.955223880597014,3837.3564720903414
99,29.253731343283583,4051.3494270291276
100,29.55223880597015,2852.4344880047674
101,29.850746268656717,4576.105468492271
102,30.149253731343283,1659.8565779139883
103,30.44776119402985,3728.7744835250896
104,30.746268656716417,1542.9749457774055
105,31.044776119402986,2133.8245698643364
106,31.34328358208955,1764.6952336117654
107,31.64179104477612,583.363450193644
108,31.940298507462686,3156.168934697293
109,32.23880597014925,4034.917875326838
110,32.53731343283582,3591.085059518388
111,32.83582089552239,5169.658897754497
112,33.134328358208954,3680.3816267486504
113,33.43283582089552,5588.596855516559
114,33.73134328358209,8316.854002821878
115,34.02985074626866,7160.277860292582
116,34.32835820895522,7078.7826526724475
117,34.62686567164179,4664.807002365224
118,34.92537313432836,5905.552917406853
119,35.223880597014926,3188.398072288046
120,35.52238805970149,5086.161005993251
121,35.82089552238806,1478.4499161476397
122,36.11940298507463,9020.273808581853
123,36.417910447761194,5705.195537284148
124,36.71641791044776,15400.842006694687
125,37.014925373134325,3982.996152630207
126,37.3134328358209,9218.117767180029
127,37.61194029850746,22796.209396361042
128,37.91044776119403,18467.32336882111
129,38.208955223880594,25807.428092833652
130,38.507462686567166,16366.800446038644
131,38.80597014925373,10813.817915982821
132,39.1044776119403,18139.519256654377
133,39.40298507462686,59217.66698593127
