order,freq,single.sided.magnitude
1,0.0,122452.0
2,0.36363636363636365,1482.7211966937803
3,0.7272727272727273,1960.4752335277497
4,1.0909090909090908,2313.821552085569
5,1.4545454545454546,2521.9150202747696
6,1.8181818181818181,2493.4888957779503
7,2.1818181818181817,2357.978100610029
8,2.5454545454545454,2183.232091306942
9,2.909090909090909,2123.1991353875733
10,3.272727272727273,2167.3028252770832
11,3.6363636363636362,2257.052884723395
12,4.0,2292.9698716743083
13,4.363636363636363,2244.911888720786
14,4.7272727272727275,2147.5856830479165
15,5.090909090909091,2058.2724173770507
16,5.454545454545454,2039.2685425011941
17,5.818181818181818,2063.59804446563
18,6.181818181818182,2094.6531126650643
19,6.545454545454546,2070.057349566673
20,6.909090909090909,2001.2965021532043
21,7.2727272727272725,1910.432220401427
22,7.636363636363637,1853.1139509954469
23,8.0,1840.4301902523232
24,8.363636363636363,1848.1357222934496
25,8.727272727272727,1836.698176708887
26,9.090909090909092,1779.4495895223265
27,9.454545454545455,1697.0363741871313
28,9.818181818181818,1615.2870696031307
29,10.181818181818182,1573.8172297035403
30,10.545454545454545,1557.7582154523905
31,10.909090909090908,1545.85341490325
32,11.272727272727273,1500.32127875254
33,11.636363636363637,1423.8778401779896
34,12.0,1334.6989052194162
35,12.363636363636363,1265.630509334489
36,12.727272727272727,1230.3849251441873
37,13.090909090909092,1207.3686839194354
38,13.454545454545455,1172.6638060850703
39,13.818181818181818,1102.7121583670923
40,14.181818181818182,1014.9093125699093
41,14.545454545454545,927.2367129362941
42,14.909090909090908,870.9786845274592
43,15.272727272727273,836.3721233076396
44,15.636363636363637,803.713576819087
45,16.0,746.2470869677132
46,16.363636363636363,661.9010745752441
47,16.727272727272727,568.7897347608871
48,17.09090909090909,490.4363846436364
49,17.454545454545453,444.0056271564781
50,17.818181818181817,407.5121032133538
51,18.181818181818183,362.53869397474455
52,18.545454545454547,288.69800833168244
53,18.90909090909091,200.3721970731591
54,19.272727272727273,108.86267577608443
55,19.636363636363637,41.56666206780382
56,20.0,3.9999999999993463
57,20.363636363636363,41.56666206780395
58,20.727272727272727,108.86267577608453
59,21.09090909090909,200.37219707315916
60,21.454545454545453,288.6980083316824
61,21.818181818181817,362.53869397474455
62,22.181818181818183,407.51210321335367
63,22.545454545454547,444.0056271564782
64,22.90909090909091,490.43638464363625
65,23.272727272727273,568.789734760887
66,23.636363636363637,661.9010745752444
67,24.0,746.2470869677134
68,24.363636363636363,803.7135768190869
69,24.727272727272727,836.3721233076395
70,25.09090909090909,870.9786845274591
71,25.454545454545453,927.2367129362941
72,25.818181818181817,1014.9093125699088
73,26.181818181818183,1102.7121583670921
74,26.545454545454547,1172.6638060850703
75,26.90909090909091,1207.3686839194354
76,27.272727272727273,1230.3849251441875
77,27.636363636363637,1265.630509334489
78,28.0,1334.698905219416
79,28.363636363636363,1423.877840177989
80,28.727272727272727,1500.3212787525401
81,29.09090909090909,1545.85341490325
82,29.454545454545453,1557.7582154523902
83,29.818181818181817,1573.8172297035405
84,30.181818181818183,1615.287069603131
85,30.545454545454547,1697.0363741871313
86,30.90909090909091,1779.4495895223267
87,31.272727272727273,1836.6981767088869
88,31.636363636363637,1848.1357222934491
89,32.0,1840.4301902523232
90,32.36363636363637,1853.113950995447
91,32.72727272727273,1910.432220401427
92,33.09090909090909,2001.2965021532043
93,33.45454545454545,2070.0573495666727
94,33.81818181818182,2094.653112665065
95,34.18181818181818,2063.59804446563
96,34.54545454545455,2039.268542501194
97,34.90909090909091,2058.2724173770507
98,35.27272727272727,2147.585683047916
99,35.63636363636363,2244.911888720786
100,36.0,2292.9698716743073
101,36.36363636363637,2257.052884723395
102,36.72727272727273,2167.3028252770832
103,37.09090909090909,2123.1991353875733
104,37.45454545454545,2183.2320913069425
105,37.81818181818182,2357.978100610029
106,38.18181818181818,2493.4888957779494
107,38.54545454545455,2521.9150202747705
108,38.90909090909091,2313.821552085569
109,39.27272727272727,1960.4752335277499
